timezone,no_accents,macroregion,uf_code,document,name,job,jobArea,jobType,phoneNumber,birthDate,city,totalSpent,PESSOA,Ano
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,55302846632,Lionson Oliveira,Diretor Dados Líder,Marca,Ligação,2157794642.0,1990-01-20,,464.78,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,37368283905,Jailton Barros,Consultor Marketing Central,Implementação,Arquiteto,,1990-01-21,Menotti do Sul,141.05,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,96325271866,Nancy Carvalho Jr.,Representante Criativo Nacional,Divisão,Representante,366238764.0,1990-01-17,,820.75,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,66092864770,Luo,Planejador Otimização Direto,Identidade,Planejador,,1990-11-01,Edmir do Norte,566.65,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,23274653624,Sra. Delmo Neto,Engenheiro Dados Direto,Qualidade,Facilitador,559024749684.0,1990-01-02,Município de Sylvia do Sul,828.75,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,92078816329,Bertier Xavier,Engenheiro Programa Central,Rede,Planejador,9638066343.0,1990-01-23,Moraes do Sul,190.38,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,41542485886,Marilis,Administrador Contas Investidor,Branding,Arquiteto,5989999835.0,1990-01-30,Elza do Norte,867.04,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,52710624575,Elizabeth Silva,Engenheiro Funcionalidade Líder,Grupo,,550724199869.0,1990-01-26,Moraes de Nossa Senhora,130.36,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,47031531730,Aluísio Reis Neto,Planejador Rede Internacional,Configuração,Ligação,211297070.0,1990-01-26,,873.32,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,24614043216,Claudineia Carvalho Neto,Orquestrador Dados Corporativo,Grupo,Orquestrador,9587013788.0,1990-01-10,Grande Claudemir do Descoberto,732.44,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,75715110103701,Camila Nogueira,Diretor Implementação Central,Otimização,,556363078059.0,1990-01-20,Velha Eliza,435.92,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,71832412628,Evany Batista,Especialista Marca Internacional,Soluções,Oficial,556376300086.0,1990-01-26,,655.79,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,87334402813047,Dr. Tarsila Xavier Filho,Gerente Aplicações Frente,Usabilidade,Engenheiro,559455270653.0,1990-01-26,Gastão do Norte,835.8,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,58711680603855,Geaze Albuquerque Jr.,Facilitador Métricas Regional,Operações,Associado,,1990-09-01,,462.24,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,45288782245,Alcedir Saraiva Neto,Supervisor Marca Produtos,Pesquisa,Gerente,1694617600.0,1990-01-10,Município de Ingo de Nossa Senhora,514.3,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,89183455850,Valdelino Franco,Ligação Mobilidade Corporativo,Garantia,Arquiteto,93114135768.0,1990-01-08,,52.11,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,73699322572,Dustan Nogueira Filho,Engenheiro Interações Nacional,Branding,Engenheiro,553021058702.0,1990-01-07,Ione do Sul,281.46,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,63707356657723,Alvacir Melo,Representante Programa Central,Dados,Diretor,5894554867.0,1990-01-10,,343.6,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,52278417487,Anatalia,,Métricas,,8497274323.0,1990-01-16,Franco do Sul,481.13,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,46366504504,Sr. Toyoko Costa,Executivo Marca Interno,Interações,Gerente,554330636516.0,1990-01-06,Eleonora do Norte,889.9,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,75787502700199,Cátia,Diretor Qualidade Regional,Prestaçãodecontas,Produtor,5783287635.0,1990-01-07,Ricarda do Sul,539.65,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,93532202891,Nercy Reis Neto,Supervisor Dados Distrito,Paradigma,,4090693979.0,1990-12-01,Velha Nivon do Descoberto,564.57,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,63672538310,Sr. Americo Moraes Filho,Gerente Marketing Dinâmico,Rede,Especialista,4044240920.0,1990-01-19,,119.74,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,17842175659,Sra. Lourdes,Gerente Interações Líder,Interações,Coordenador,558164773145.0,1990-01-07,Carvalho do Sul,72.27,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,54878154454,Mariane Saraiva Filho,Executivo Divisão Investidor,Implementação,Oficial,,1990-01-03,Nova June do Descoberto,391.87,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,74714651234,Sr. Jerry Barros Neto,Estrategista Interações Distrito,Marketing,Desenvolvedor,,1990-01-14,Grande Roberto,638.92,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,74140704500,Olympio Albuquerque Jr.,,Grupo,,6108191813.0,1990-01-22,Velha Valeria,826.52,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,65430220643794,Gilsom Barros,Ligação Intranet Sênior,Marca,,7094039066.0,1990-01-05,,883.45,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,4187153780,Srta. Marilis,Executivo Usabilidade Internacional,Soluções,Arquiteto,838540305.0,1990-01-02,,958.46,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,28211132265,Mabilia Costa,Arquiteto Integração Regional,Identidade,Estrategista,2070627137.0,1990-01-22,Albuquerque de Nossa Senhora,551.46,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,26736868247380,Raphael Souza Jr.,Engenheiro Otimização Cliente,Pesquisa,,553893245100.0,1990-01-06,Velha Raffael,79.76,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,93650377942,Dr. Sandra Carvalho,Orquestrador Usabilidade Frente,Resposta,Representante,46900178922.0,1990-01-15,Pereira do Sul,230.47,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,10378037068253,Willians Melo Neto,Administrador Métricas Frente,Otimização,Oficial,206286937.0,1990-01-18,Jabson do Norte,512.3,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,43773233264,Shirleide Souza Neto,Técnico Interações Chefe,Garantia,Gerente,6453198697.0,1990-01-30,,260.69,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,18712434329,Sra. Marisete Carvalho,Agente Configuração Sênior,Implementação,Coordenador,7119381060.0,1990-01-31,,605.69,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,87982252940,Sra. Maura Braga,Administrador Usabilidade Interno,Grupo,Diretor,28242207896.0,1990-01-16,,905.23,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,21236667778,Sra. Naide Martins,Diretor Otimização Diretor,Implementação,Gerente,,1990-01-24,Grande Adeilson,834.2,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,16778697636,Iracilda Franco,Engenheiro Divisão Legado,Divisão,Diretor,551888600821.0,1990-01-05,Tu do Norte,988.42,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,25113722632651,Sueli Melo Jr. Filho,Associado Grupo Dinâmico,Resposta,Coordenador,6282966437.0,1990-01-06,,993.71,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,18513346344400,Sr. Tatiana Silva,Especialista Interações Central,Comunicações,Designer,551270703188.0,1990-06-01,Braga do Descoberto,960.88,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,85829479257,Samy Nogueira Jr.,Executivo Diretivas Central,Segurança,,38447865350.0,1990-01-09,Jaquelina do Descoberto,233.48,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,57413353652,Jorselino Nogueira Neto,Arquiteto Paradigma Produtos,Branding,Desenvolvedor,559795080069.0,1990-01-12,Batista do Descoberto,651.51,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,53963792191,Lindalva Silva,Administrador Táticas Sênior,Garantia,,97605425039.0,1990-01-13,Município de Janira,478.48,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,16306336631451,Osiane Pereira Jr.,Arquiteto Configuração Frente,Programa,,555849142664.0,1990-01-09,Heleno do Sul,575.54,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,18360979138,Lervis Santos Neto,Assistente Fatores Chefe,Garantia,Gerente,558227654127.0,1990-01-30,,467.51,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,84101754101,Sr. Eneida Nogueira,Coordenador Implementação Frente,Operações,,556566673048.0,1990-01-15,Eurico de Nossa Senhora,317.17,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,47672473140,Srta. Nilda Moreira,,Mercados,Oficial,557617265205.0,1990-01-21,Silmara do Sul,697.7,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,48828849509,Vânia Saraiva,Produtor Contas Corporativo,Mercados,Facilitador,8823615573.0,1990-01-18,Município de Elen de Nossa Senhora,809.92,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,23829035039,Floraci Neto,Gerente Qualidade Investidor,Segurança,Orquestrador,550626690670.0,1990-01-09,,883.66,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,73583778421,Soraia Souza,Associado Divisão Central,Identidade,Representante,7814066187.0,1990-01-24,,450.52,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,56538407188,Dalva,,,Analista,1080533618.0,1990-01-29,,532.5,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,89497011202,Sra. Edimar Saraiva,Engenheiro Marca Interno,,Agente,83484274182.0,1990-01-20,Nova Heloiza do Descoberto,52.89,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,86643338350404,Jucemara Moreira,Oficial Diretivas Central,Dados,Coordenador,557332322648.0,1990-04-01,Moreira de Nossa Senhora,675.44,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,78534973261,Josuelito Santos,Produtor Criativo Investidor,Garantia,Designer,7237615839.0,1990-01-01,Grande Giancarlo,416.44,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,41187542156,Ednaldo,Gerente Branding Corporativo,Métricas,Gerente,559883453732.0,1990-01-01,Vila Rudival de Nossa Senhora,86.74,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,83224731885824,Tomás Barros,Arquiteto Diretivas Sênior,Marketing,,,1990-01-10,Batista do Sul,386.18,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,86315371280,Sra. Bernadete,Gerente Prestação de contas Dinâmico,Marca,Especialista,556155972174.0,1990-01-31,,172.99,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,95582705635,Sr. Maricy Moraes Filho,Desenvolvedor Integração Direto,Pesquisa,Facilitador,93423834559.0,1990-01-25,,65.48,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,28660238410573,Sra. César Barros Neto,Estrategista Táticas Frente,,Ligação,7050829915.0,1990-01-20,Tu do Norte,188.63,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,35271444805,Sr. Matheus Carvalho,Técnico Marca Direto,Programa,Supervisor,559470441538.0,1990-01-19,Grande Claudia do Sul,235.66,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,33026497541,Srta. Estefano Carvalho,Executivo Pesquisa Central,Criativo,,9933111185.0,1990-01-04,,687.21,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,84577582686,Isac,Associado Qualidade Nacional,Programa,,,1990-01-09,Xavier do Norte,791.93,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,14664870116,Alain Carvalho Neto,Consultor Otimização Corporativo,Segurança,Desenvolvedor,551721250274.0,1990-01-27,Xavier do Descoberto,195.81,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,98365311577,Dr. Valdeir Carvalho,Desenvolvedor Mobilidade Nacional,Pesquisa,Consultor,14716221634.0,1990-01-27,Albuquerque do Sul,835.18,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,72387586522,Dr. Wiliam Nogueira,Associado Mercados Sênior,Marca,Associado,61502791898.0,1990-01-09,Vila Romulo de Nossa Senhora,251.0,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,51733074852174,Deoclécio Jr.,Associado Integração Direto,Segurança,Diretor,48151769415.0,1990-01-12,Carvalho do Sul,607.9,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,56630454499,Sr. Edjane Silva Jr.,Coordenador Divisão Frente,Otimização,Associado,51791523126.0,1990-01-28,,184.87,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,93061745432,Manuel Pereira,,Intranet,Designer,95451698709.0,1990-01-29,Município de Viviani,832.01,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,8744845103,Yulle,,Interações,Executivo,6689555548.0,1990-01-03,Nogueira do Sul,161.22,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,33508781288182,Iracema Albuquerque,Estrategista Aplicações Global,Usabilidade,Especialista,54163869393.0,1990-01-11,Município de Cassia do Norte,575.05,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,33606493975,Bruna Barros Neto,Orquestrador Aplicações Chefe,Operações,Oficial,6822695433.0,1990-01-09,Xavier de Nossa Senhora,381.46,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,56157246216722,Eulália Costa Filho Jr.,Administrador Intranet Distrito,Identidade,Técnico,558150293826.0,1990-01-18,Município de Ramiro de Nossa Senhora,581.39,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,36542563601403,Natale Martins,Orquestrador Implementação Direto,Aplicações,Gerente,82023281970.0,1990-01-12,Grande Valdemir,876.85,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,51580215488251,Juana Oliveira,Diretor Interações Nacional,Dados,,9349671703.0,1990-07-01,Velha Alcides do Descoberto,371.47,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,60786310032813,Giselle Nogueira Filho,Especialista Dados Cliente,Métricas,Gerente,1726352115.0,1990-01-07,Idael de Nossa Senhora,686.21,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,77878798230,Sra. Janete Moreira,Oficial Fatores Frente,Resposta,Consultor,13779067744.0,1990-01-11,Moraes do Descoberto,234.7,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,51545380825376,Marinês Costa Neto,Produtor Divisão Nacional,,Ligação,1247470511.0,1990-01-16,Braga do Descoberto,34.01,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,26543489383,Juana Moreira,,Divisão,Orquestrador,553672202945.0,1990-01-08,,97.25,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,16564541605769,Reginaldo Moraes Neto,Diretor Grupo Cliente,Grupo,,97469653615.0,1990-01-12,Oliveira do Sul,328.49,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,33634460468610,Maristela,Agente Mobilidade Líder,Pesquisa,Supervisor,53998660985.0,1990-01-10,Vila Edina,745.04,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,79119113129,Sra. Sr. Laine Albuquerque,Gerente Divisão Investidor,Marketing,Especialista,559589201041.0,1990-01-13,Grande Kátia,873.68,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,16602562025300,Faiçal Franco,Facilitador Aplicações Central,Branding,,556116550794.0,1990-01-10,Município de Alexandro do Descoberto,813.06,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,19764524141,Srta. Tomio Franco,Analista Implementação Central,Intranet,Engenheiro,45223210669.0,1990-01-15,,114.25,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,92869571810,Sra. Plinio,Representante Configuração Direto,Aplicações,Produtor,5758458690.0,1990-01-30,Silva do Norte,993.54,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,48141175157,Vilson Moreira Neto,Técnico Operações Cliente,Métricas,Orquestrador,,1990-01-20,Nova Jemima do Norte,582.1,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,35207531485391,Katias Carvalho Neto,Engenheiro Operações Chefe,Marketing,Orquestrador,9112863480.0,1990-01-28,Zuleica do Sul,148.35,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,1285120334604,Ediran Nogueira Filho,Coordenador Identidade Direto,Comunicações,Técnico,22897094212.0,1990-01-31,Carvalho do Descoberto,805.69,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,80481121595,Dr. Tania Reis Neto,Especialista Resposta Internacional,Integração,Gerente,551051677026.0,1990-01-13,,785.71,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,56956542897,Conceiçao Macedo,Arquiteto Paradigma Dinâmico,Intranet,Ligação,553479564437.0,1990-01-26,Nova Elisena do Norte,535.42,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,35125557803,Yassuyoshi Santos Filho,Supervisor Programa Central,Segurança,Produtor,556248617993.0,1990-01-14,Santos do Descoberto,619.31,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,17766850591,Sra. Heloisa Pereira,Supervisor Marca Regional,Prestaçãodecontas,Supervisor,6832349101.0,1990-01-20,,65.14,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,87242816386,Sr. Sra. Danilo Costa Jr.,Assistente Garantia Líder,Programa,,554333451579.0,1990-01-08,Roselly do Norte,293.72,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,28127204560242,Othmar Nogueira Neto,Supervisor Funcionalidade Produtos,Ainfraestrutura,Designer,6949307298.0,1990-01-16,Vila Elenita do Descoberto,12.5,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,86648391588,Mirabel Melo,Agente Operações Interno,Implementação,Designer,52939540122.0,1990-01-31,Sirlene do Descoberto,444.26,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,54695230127,Silmara Franco,Facilitador A infraestrutura Legado,Usabilidade,Assistente,9757809245.0,1990-01-19,Telma do Descoberto,301.47,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,16914162743,Srta. Yuri Nogueira,Especialista Diretivas Cliente,Interações,Gerente,49812441293.0,1990-01-18,Jeovane do Sul,336.0,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,31666841272751,Sr. Walter Macedo,Engenheiro Grupo Central,Marketing,Técnico,27541018445.0,1990-01-26,Jung de Nossa Senhora,866.27,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,55276486417,Dr. Wagner Pereira Neto,Supervisor Contas Direto,Intranet,Estrategista,552848527851.0,1990-01-15,Moraes de Nossa Senhora,813.11,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,40115137416,Dr. Sabrina,Coordenador Interações Líder,Fatores,Administrador,553163997447.0,1990-01-16,Deusimar do Norte,990.09,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,3460632135,Sr. Ricarda Carvalho Neto,Facilitador Mercados Sênior,Otimização,Diretor,64305642554.0,1990-04-01,Claudomiro de Nossa Senhora,686.08,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,43727771240,Vanise,Orquestrador Segurança Interno,Interações,Analista,4365851525.0,1990-01-27,Velha Jocivaldo,357.09,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,29578715994,Cornélio Saraiva,Coordenador Operações Produtos,,,3167665077.0,1990-01-22,Grande Alzira do Descoberto,13.08,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,36485181715067,Taiane Martins,Representante Funcionalidade Cliente,Fatores,Administrador,62768905985.0,1990-04-01,Silva de Nossa Senhora,897.95,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,73265452786,Dr. Wilber,Analista Soluções Investidor,Marketing,Orquestrador,552202933881.0,1990-01-02,Barros do Descoberto,329.78,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,20373040230353,Nilce Souza Jr. Neto,Estrategista Paradigma Internacional,Qualidade,Engenheiro,554777903143.0,1990-01-28,,426.13,JURIDICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,55624532237,Joyce,Desenvolvedor Marketing Frente,Pesquisa,Supervisor,9955377731.0,1990-01-08,,142.73,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,27352628045,Edevaldo Silva,Agente Segurança Frente,Táticas,Ligação,7249890700.0,1990-01-18,,18.77,FISICA,1990
America/Campo_Grande,Mato Grosso do Sul,Centro-Oeste,MS,15816713423837,Franziska Moreira,Gerente Operações Direto,Criativo,Executivo,556244479073.0,1990-01-29,Município de Gilvan,929.71,JURIDICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,68912178733,Aldo Moreira,Orquestrador Garantia Corporativo,Mobilidade,Produtor,723614119.0,1990-01-28,Vila Etevaldo,979.47,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,26747268576214,Natalia Nogueira,Oficial Mercados Produtos,Grupo,Arquiteto,4677331039.0,1990-01-24,,247.49,JURIDICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,2591858330,Idalia Nogueira,Assistente Mobilidade Nacional,Aplicações,,,1990-01-12,Velha Gilfran,410.11,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,13294476469,Marineide Souza,,Pesquisa,Produtor,12319408328.0,1990-01-22,Moreira do Norte,489.07,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,55873700627576,Lindolfo Macedo Filho,Representante Otimização Produtos,Divisão,Consultor,552564957073.0,1990-01-15,Pereira do Sul,841.59,JURIDICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,46971703340,Lucio Oliveira,Consultor Configuração Chefe,Qualidade,,6173909692.0,1990-01-15,Barros do Descoberto,704.17,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,84011628310,Welber Saraiva,Consultor A infraestrutura Líder,,Consultor,6575881416.0,1990-05-01,Nogueira do Descoberto,200.76,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,11383128782,Dalvane,Consultor Interações Internacional,Marca,Especialista,559929127433.0,1990-01-28,Carlo do Descoberto,137.35,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,95003888120,Adelzir Barros Neto,Consultor Operações Internacional,Marca,Especialista,557610958944.0,1990-01-04,Grande Cicero,106.27,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,65815449652,Srta. Ed Nogueira,Produtor Integração Dinâmico,Marca,Supervisor,556139933572.0,1990-01-20,Velha Elci do Descoberto,59.42,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,62852033288030,Dr. Deoclecio Carvalho,Representante Métricas Dinâmico,Garantia,Planejador,1624230261.0,1990-01-13,Aquiles do Sul,324.65,JURIDICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,31406778166019,Esdras,Analista Aplicações Chefe,Resposta,Agente,555713913801.0,1990-01-22,Grande Teadeu,168.55,JURIDICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,18652280275870,Ligia Xavier Neto,Assistente Marca Nacional,Intranet,Ligação,7732583251.0,1990-01-20,Barros de Nossa Senhora,432.12,JURIDICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,18491542019,Dr. Alana Carvalho,Assistente Operações Dinâmico,Interações,Agente,550190709999.0,1990-01-18,Velha Willian do Sul,694.6,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,82401080082,Sra. Iranildo Carvalho Jr.,Administrador Diretivas Direto,Garantia,Administrador,551413073554.0,1990-01-20,Saraiva do Norte,585.13,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,37045655479,Yann Saraiva Jr.,,Resposta,Diretor,5405885948.0,1990-01-05,,490.0,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,73778732307,Eloa Silva,Administrador Comunicações Nacional,Identidade,Coordenador,2664456478.0,1990-01-14,Vila Zuleno,524.76,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,32746247213133,Sérvio Reis Jr.,Analista Grupo Sênior,Soluções,Coordenador,5606877500.0,1990-01-29,Velha Debora,52.44,JURIDICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,44769343310,Quioxy Silva Filho,Analista Intranet Distrito,Comunicações,Produtor,18938400676.0,1990-01-17,,482.93,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,43686519445,Genival Reis Filho,Produtor Mercados Corporativo,Identidade,Engenheiro,88527252350.0,1990-01-09,,553.67,FISICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,14707483203600,Ivonise Carvalho,Especialista Táticas Internacional,Otimização,Planejador,86124587386.0,1990-01-26,Nova Valeria,362.64,JURIDICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,14885213354639,Sr. Valéria Silva,Consultor Paradigma Sênior,Funcionalidade,Gerente,410583143.0,1990-08-01,Município de Osiane do Norte,819.08,JURIDICA,1990
America/Cuiaba,Mato Grosso,Centro-Oeste,MT,84626896944,Hosana Franco,Engenheiro Fatores Interno,Criativo,,1595476415.0,1990-01-31,Vila Arialdo do Norte,826.94,FISICA,1990
