nomes,idade,cidade,estado,cpf,cnpj,isvalid_cpf,isvalid_cnpj
Crystal Blake,68,ÁGUA BRANCA,AL,27857455237,87182259760736,True,True
Misty Mendez,59,ALVARÃES,AM,60980058694,14181483183759,True,True
Kelly Clay,69,SERRA DO NAVIO,AP,10016780108,20899080461491,True,True
Rebecca Smith,18,ABAÍRA,BA,81483818101,15419074686532,True,True
Sue Snyder,44,ABAIARA,CE,85164313987,03103112099944,True,True
Stephanie Higgins,34,BRASÍLIA,DF,35750406130,97692838003140,True,True
Samantha Thomas,25,AFONSO CLÁUDIO,ES,92099824878,86982410824152,True,True
Annette Oconnell,84,ABADIA DE GOIÁS,GO,59735509318,18265132659889,True,True
Jacqueline Foster,85,AÇAILÂNDIA,MA,14827677166,81880321024223,True,True
Megan Hall,80,ABADIA DOS DOURADOS,MG,16571584700,41231760751087,True,True
Cheryl Young,41,ÁGUA CLARA,MS,60622168789,16026000104141,True,True
Carla Kirby,67,ACORIZAL,MT,23759279317,16505140205985,True,True
Angela Riggs,40,ABAETETUBA,PA,43850439909,88833115070238,True,True
Mary Porter,31,ÁGUA BRANCA,PB,20554002400,47782369196800,True,True
Julie Castillo,41,ABREU E LIMA,PE,16282579201,07278706417078,True,True
Jordan Franco,49,ACAUÃ,PI,15140471019,40481411118323,True,True
Angela Howard,68,ABATIÁ,PR,02270812000,36508208394439,True,True
Erin Bowen,75,ANGRA DOS REIS,RJ,94878228105,46988241217255,True,True
Kimberly Mills,69,ACARI,RN,22367462291,08877440703720,True,True
Christina Avery,44,ALTA FLORESTA D'OESTE,RO,63092258207,37762123159012,True,True
Kristina Walker,35,AMAJARI,RR,60689616643,39599418264426,True,True
Monique Graham,72,ACEGUÁ,RS,39845353681,65229339736890,True,True
Mary Wilson,50,ABDON BATISTA,SC,18089410049,07781060878109,True,True
Erin Beck,78,AMPARO DE SÃO FRANCISCO,SE,07521189787,97357012457746,True,True
Julie Ramirez,77,ADAMANTINA,SP,31201237068,12439138322020,True,True
Nicole Collier,73,ABREULÂNDIA,TO,07730738414,37778774790701,True,True
Monica Smith,45,ACRELÂNDIA,AC,59571684759,29408301795583,True,True
Julia Pearson,29,ÁGUA BRANCA,AL,16444023947,21552648363960,True,True
Cassandra Shields,35,ALVARÃES,AM,69028704540,15226331797265,True,True
Tanya Vargas,22,SERRA DO NAVIO,AP,75104873749,47268412389361,True,True
Rebecca Lopez,53,ABAÍRA,BA,79119569289,17697489804989,True,True
Gloria Dillon,84,ABAIARA,CE,61013228669,21766155211317,True,True
Amber Thompson,39,BRASÍLIA,DF,40108768910,05705925825770,True,True
Amanda Lopez,90,AFONSO CLÁUDIO,ES,70398461449,41512327359918,True,True
Brianna Gonzales,30,ABADIA DE GOIÁS,GO,37570912136,31581770984000,True,True
Theresa Crosby,26,AÇAILÂNDIA,MA,19674956107,40787745164275,True,True
Suzanne Grant,37,ABADIA DOS DOURADOS,MG,97940785303,64175657473666,True,True
Stephanie White,71,ÁGUA CLARA,MS,44881299433,58946899608398,True,True
Maureen Gutierrez,65,ACORIZAL,MT,79380507097,93131754236955,True,True
Julie Johnson,32,ABAETETUBA,PA,55916103824,44009114663010,True,True
Brittany Sanchez,69,ÁGUA BRANCA,PB,94641800138,78101482157909,True,True
Aimee Cummings,47,ABREU E LIMA,PE,83203352800,46471366196109,True,True
Andrea Mueller,71,ACAUÃ,PI,18304747154,92853276034116,True,True
Kristen Fuentes,45,ABATIÁ,PR,71887017844,60835405400943,True,True
Shari Gonzalez,90,ANGRA DOS REIS,RJ,80228406021,38720455546386,True,True
Shannon Lopez,68,ACARI,RN,70445159162,83160006847580,True,True
Bridget Mitchell,71,ALTA FLORESTA D'OESTE,RO,51214510086,58289210067463,True,True
Stephanie Mcdowell,26,AMAJARI,RR,10211478008,27630440291990,True,True
Cindy Hughes,90,ACEGUÁ,RS,25685223994,63518414927662,True,True
Denise Diaz,46,ABDON BATISTA,SC,51885345500,82548053997003,True,True
Maria Carrillo,75,AMPARO DE SÃO FRANCISCO,SE,65299036825,95143082574225,True,True
Lisa Fuentes,88,ADAMANTINA,SP,04454144800,40071905240801,True,True
Kristen Waters,48,ABREULÂNDIA,TO,76488613723,48513034361478,True,True
Aimee Hernandez,65,ACRELÂNDIA,AC,68390321165,25721030348386,True,True
Heather Fowler,32,ÁGUA BRANCA,AL,54621491318,25941079091637,True,True
Whitney Jones,52,ALVARÃES,AM,57028459942,45283516138317,True,True
Carrie Aguirre,48,SERRA DO NAVIO,AP,49080554405,14262288069705,True,True
Diane Gonzalez,59,ABAÍRA,BA,71621165744,88814484411960,True,True
Michelle Baldwin,45,ABAIARA,CE,51776976223,57749080495662,True,True
Patty Wallace,33,BRASÍLIA,DF,17355074237,60582366496682,True,True
Haley Carrillo,20,AFONSO CLÁUDIO,ES,84138343415,71413445669882,True,True
Sara Clayton,83,ABADIA DE GOIÁS,GO,84493116242,98856449849440,True,True
Rhonda Garrett,70,AÇAILÂNDIA,MA,59398191172,02378728066013,True,True
Andrea Ward,35,ABADIA DOS DOURADOS,MG,53667168292,79438041214505,True,True
Shelley Mccoy,23,ÁGUA CLARA,MS,26337005511,03235121921796,True,True
Monica Drake,33,ACORIZAL,MT,43700809085,40815878960845,True,True
Nancy Stevenson,82,ABAETETUBA,PA,93607371512,48446366190496,True,True
Cassandra Powell,49,ÁGUA BRANCA,PB,28924975587,20891356433360,True,True
Victoria Welch,40,ABREU E LIMA,PE,78156884205,61233858504075,True,True
Lindsey Barrett,80,ACAUÃ,PI,74888394717,48633235210206,True,True
Lori Ashley,56,ABATIÁ,PR,65034635968,44864186625976,True,True
Raven Welch,31,ANGRA DOS REIS,RJ,24185264100,41921958653759,True,True
Stefanie Thompson,42,ACARI,RN,74835076249,27546230574626,True,True
Samantha Potter,66,ALTA FLORESTA D'OESTE,RO,86194583100,23484196416665,True,True
Brittany Pollard,23,AMAJARI,RR,93708210077,01909659818961,True,True
Autumn Taylor,27,ACEGUÁ,RS,06121426632,37276841952005,True,True
Stephanie Nguyen,54,ABDON BATISTA,SC,92268693163,60703490168805,True,True
Rebecca Richard,69,AMPARO DE SÃO FRANCISCO,SE,12353980139,85535612135495,True,True
Barbara Finley,62,ADAMANTINA,SP,32488658570,52740643852503,True,True
Linda Howard,52,ABREULÂNDIA,TO,60535701845,19805504329079,True,True
Stephanie Stevens,25,ACRELÂNDIA,AC,12450208119,45668466111439,True,True
Sarah Oneal,73,ÁGUA BRANCA,AL,20337889708,34928885843897,True,True
Yvonne Frye,65,ALVARÃES,AM,92543247521,77848161561867,True,True
Jacqueline Zimmerman,44,SERRA DO NAVIO,AP,09339444701,29225941982153,True,True
Elizabeth Scott,28,ABAÍRA,BA,39395476540,78148221034699,True,True
Amber Villarreal,33,ABAIARA,CE,11249477107,12733678431309,True,True
Kathy Morgan,51,BRASÍLIA,DF,58106874311,49579199481907,True,True
Danielle Estrada,87,AFONSO CLÁUDIO,ES,56935285968,43590969670810,True,True
Ann Hale,27,ABADIA DE GOIÁS,GO,60886646650,13022467407454,True,True
Taylor Rodgers,81,AÇAILÂNDIA,MA,24483192272,19028080346174,True,True
Breanna West,47,ABADIA DOS DOURADOS,MG,38139402419,95398164615774,True,True
Jessica Quinn,37,ÁGUA CLARA,MS,42611607907,75241800018221,True,True
Cheryl Anderson,41,ACORIZAL,MT,45528915295,82330152641333,True,True
Samantha Hubbard,70,ABAETETUBA,PA,54906252877,68014257724649,True,True
Marilyn Hernandez,20,ÁGUA BRANCA,PB,97088980150,30402873579084,True,True
Amanda Reese,20,ABREU E LIMA,PE,26861085332,60936824917249,True,True
Emily Fry,80,ACAUÃ,PI,29569568178,74071357669080,True,True
Sydney Clark,34,ABATIÁ,PR,58328037793,36016404705750,True,True
Patricia Mays,60,ANGRA DOS REIS,RJ,76223237995,42798288410704,True,True
Ana Smith,72,ACARI,RN,38390584654,02388984182750,True,True
Angela Garcia,49,ALTA FLORESTA D'OESTE,RO,83234889597,19081435157116,True,True
Laura King,33,AMAJARI,RR,70319254100,26628464814553,True,True
Deborah Lee,89,ACEGUÁ,RS,08995034890,45258409219339,True,True
Lisa Cox,64,ABDON BATISTA,SC,91699132690,85758479513309,True,True
Melissa Jackson,41,AMPARO DE SÃO FRANCISCO,SE,71940748933,77616876529222,True,True
Crystal Schroeder,51,ADAMANTINA,SP,72558657399,41328081329183,True,True
Stephanie Bryant,81,ABREULÂNDIA,TO,84255100233,48683664895100,True,True
Jean Santos,72,ACRELÂNDIA,AC,07146633527,35477180140781,True,True
Nicole Santos,71,ÁGUA BRANCA,AL,68326163090,90164155555964,True,True
Tiffany Warren,22,ALVARÃES,AM,38764680355,13998300482980,True,True
Melissa Brewer,45,SERRA DO NAVIO,AP,01796650650,48526963311821,True,True
Kayla Stewart,87,ABAÍRA,BA,47932097185,89727760422798,True,True
Victoria Lane,39,ABAIARA,CE,13725360197,83056692329321,True,True
Elizabeth Smith,87,BRASÍLIA,DF,09093434705,11631314746003,True,True
Brenda Thomas,52,AFONSO CLÁUDIO,ES,42401864121,22669228525760,True,True
Sarah Acosta,57,ABADIA DE GOIÁS,GO,85399338459,96610011657030,True,True
Chelsea Rodriguez,21,AÇAILÂNDIA,MA,61467229440,47362389193556,True,True
Diane Smith,67,ABADIA DOS DOURADOS,MG,93757361997,65897054802715,True,True
Dana Bennett,44,ÁGUA CLARA,MS,02839982374,16488226639270,True,True
Lori Bennett,19,ACORIZAL,MT,13750814201,64999662775436,True,True
Debra Hoffman,79,ABAETETUBA,PA,24338329777,25635399520373,True,True
Lisa Hayes,83,ÁGUA BRANCA,PB,16936099912,83678533033672,True,True
Kimberly Underwood,47,ABREU E LIMA,PE,90865982856,10975703844508,True,True
Mariah Shaffer,70,ACAUÃ,PI,28681166476,70573352072295,True,True
Jennifer Daniels,34,ABATIÁ,PR,27867526471,91549666242594,True,True
Jessica Weaver,30,ANGRA DOS REIS,RJ,82391063660,53088005004848,True,True
Terri Clark,72,ACARI,RN,80110922867,55081537818010,True,True
Sandra Hunter,18,ALTA FLORESTA D'OESTE,RO,47614047010,73912213258683,True,True
Dominique Wright,31,AMAJARI,RR,24390478486,56909426929868,True,True
Julie Vaughn,28,ACEGUÁ,RS,38654755237,36564186726524,True,True
Teresa Brown,79,ABDON BATISTA,SC,92019535505,52218073087504,True,True
Janet Salazar,86,AMPARO DE SÃO FRANCISCO,SE,45361797049,12551990731776,True,True
Jennifer Sosa,38,ADAMANTINA,SP,58741789296,89662130958003,True,True
Pamela Hernandez,49,ABREULÂNDIA,TO,62959731409,27925962794902,True,True
Amber Scott,42,ACRELÂNDIA,AC,01900050170,82077410926901,True,True
Pamela Levine,36,ÁGUA BRANCA,AL,69803803549,74204289053136,True,True
Ebony Gibson,90,ALVARÃES,AM,19322423501,41108847984678,True,True
Linda Stout,27,SERRA DO NAVIO,AP,67050467839,10995241940549,True,True
Alison Galloway,56,ABAÍRA,BA,16833250871,24815223143367,True,True
Veronica Good,53,ABAIARA,CE,48628949763,68900727887627,True,True
Sharon Silva,51,BRASÍLIA,DF,75803745103,63282265259984,True,True
Jennifer Walsh,47,AFONSO CLÁUDIO,ES,84389157280,55228037827211,True,True
Kara Beasley,42,ABADIA DE GOIÁS,GO,26932767996,79648060629189,True,True
Chelsea Mccoy,69,AÇAILÂNDIA,MA,95723291114,72563146540851,True,True
Tammy Clark,78,ABADIA DOS DOURADOS,MG,64396682182,72177308246117,True,True
Courtney Fuentes,32,ÁGUA CLARA,MS,60970520735,13154091203860,True,True
Cynthia Jones,47,ACORIZAL,MT,32528520123,73504571347161,True,True
Dawn Wilson,41,ABAETETUBA,PA,59755001336,33251200775160,True,True
Melissa Hahn,21,ÁGUA BRANCA,PB,73895686239,82809635316759,True,True
Linda Case,84,ABREU E LIMA,PE,57087862804,36925264720295,True,True
Angela Johnson,45,ACAUÃ,PI,30411501909,70569222198380,True,True
Jessica Banks,66,ABATIÁ,PR,85369549656,40770287514009,True,True
Janice Walker,71,ANGRA DOS REIS,RJ,44880653330,77945468550256,True,True
Tina Pierce,28,ACARI,RN,29605332752,01536011467248,True,True
Kelly Bryan,46,ALTA FLORESTA D'OESTE,RO,76025901716,90373980037757,True,True
Claire Shaw,51,AMAJARI,RR,94896812530,62514518383784,True,True
Alexandra Wood,78,ACEGUÁ,RS,13789833517,69105008072373,True,True
Amanda Ford,34,ABDON BATISTA,SC,80499243005,13775332747481,True,True
Monica Arnold,58,AMPARO DE SÃO FRANCISCO,SE,22039726705,80428337277879,True,True
Sarah Moreno,63,ADAMANTINA,SP,58643048160,86395535779709,True,True
Tammy Mcfarland,76,ABREULÂNDIA,TO,46720538730,25272122657469,True,True
Karen Reynolds,67,ACRELÂNDIA,AC,57284564130,03541640703874,True,True
Ashley Daniels,70,ÁGUA BRANCA,AL,05933982202,65047449390196,True,True
Stacy Mccoy,67,ALVARÃES,AM,08024053632,90892130644149,True,True
Lisa Hooper,45,SERRA DO NAVIO,AP,31579701353,19582335130569,True,True
Kayla Fisher,74,ABAÍRA,BA,82377209971,81945077174983,True,True
Lindsey Mcintyre,72,ABAIARA,CE,38290359349,48954942814396,True,True
Shannon Garcia,27,BRASÍLIA,DF,03207757391,08452522584375,True,True
Gina Richards,78,AFONSO CLÁUDIO,ES,27449632594,79865557883373,True,True
Amy Baker,34,ABADIA DE GOIÁS,GO,78498501490,70413513805965,True,True
Cynthia Richards,71,AÇAILÂNDIA,MA,48919560463,85011065805436,True,True
Kendra Richardson,80,ABADIA DOS DOURADOS,MG,14008398740,31216391369103,True,True
Gina Marshall,27,ÁGUA CLARA,MS,60601753330,89567740635105,True,True
Angela Carey,49,ACORIZAL,MT,38068749802,48858990887698,True,True
Angela Oliver,47,ABAETETUBA,PA,95794979313,69123216888419,True,True
Amanda Rodriguez,54,ÁGUA BRANCA,PB,76745718154,17635550657723,True,True
Hannah Henderson,89,ABREU E LIMA,PE,79988329326,96099434896538,True,True
Danielle Stone,26,ACAUÃ,PI,62660113874,99653052591220,True,True
Crystal Wright,83,ABATIÁ,PR,83438918480,19085080515900,True,True
Amanda Martinez,72,ANGRA DOS REIS,RJ,96814419157,14924636940005,True,True
Jennifer Hartman,75,ACARI,RN,97404322120,74580617754580,True,True
Lauren Nolan,44,ALTA FLORESTA D'OESTE,RO,10505527413,29747069668310,True,True
Sheila Sparks,41,AMAJARI,RR,34081696322,30415488505701,True,True
Kaitlin Smith,87,ACEGUÁ,RS,14714026577,03427464065708,True,True
Cynthia Thornton,64,ABDON BATISTA,SC,09667431568,63403284741942,True,True
Chelsea Thomas,47,AMPARO DE SÃO FRANCISCO,SE,06615992990,49244460898908,True,True
Amanda Clark,62,ADAMANTINA,SP,87743019500,24735596158945,True,True
Kelly Smith,83,ABREULÂNDIA,TO,25492932748,41117693727289,True,True
Kathryn Matthews,70,ACRELÂNDIA,AC,69105328640,99973503553622,True,True
Christina Douglas,78,ÁGUA BRANCA,AL,96871193227,90629502496522,True,True
Kristin Townsend,41,ALVARÃES,AM,17761920362,64792748223105,True,True
Kimberly Davis,70,SERRA DO NAVIO,AP,42491014017,81286622846584,True,True
Terry Hill,39,ABAÍRA,BA,03154815449,43543357312449,True,True
Natalie Simon,77,ABAIARA,CE,09726723973,16795930081607,True,True
Anita Duncan,23,BRASÍLIA,DF,58750351613,54452806070601,True,True
Julia Macias,24,AFONSO CLÁUDIO,ES,36325960505,41897857299414,True,True
Mary Thompson,33,ABADIA DE GOIÁS,GO,93568674378,25454783205423,True,True
Cathy Donaldson,65,AÇAILÂNDIA,MA,29949284422,24248487949275,True,True
Nancy Brown,65,ABADIA DOS DOURADOS,MG,92582680915,11024390177595,True,True
Angela Gonzalez,36,ÁGUA CLARA,MS,04343358518,00766244856688,True,True
Cynthia Johnson,58,ACORIZAL,MT,33744075109,33024529816994,True,True
Kaitlin Hughes,60,ABAETETUBA,PA,36288023850,64596906533347,True,True
Nancy Lopez,45,ÁGUA BRANCA,PB,85260532996,78741708545936,True,True
Karen Rodriguez,75,ABREU E LIMA,PE,00580384500,49134872633924,True,True
Carol Spencer,85,ACAUÃ,PI,10356549542,80490060429337,True,True
Cheryl Nguyen,47,ABATIÁ,PR,09488404043,41007480570540,True,True
Morgan Summers,61,ANGRA DOS REIS,RJ,72881483275,39942162532275,True,True
Morgan Schneider,56,ACARI,RN,23034513534,20060843420726,True,True
Deborah Hall,47,ALTA FLORESTA D'OESTE,RO,50819484970,53148744943000,True,True
Alyssa Barron,75,AMAJARI,RR,10698257197,40250715324958,True,True
Laura Grimes,81,ACEGUÁ,RS,08503123452,47755534378852,True,True
Jamie Adams,19,ABDON BATISTA,SC,60426875737,94358982985952,True,True
Susan Richardson,78,AMPARO DE SÃO FRANCISCO,SE,38349340207,34231538094352,True,True
Maureen Evans,44,ADAMANTINA,SP,48166472015,37357167616301,True,True
Jamie Faulkner,44,ABREULÂNDIA,TO,66155851387,46837350510653,True,True
Lauren Wells,43,ACRELÂNDIA,AC,85963337976,10712051264504,True,True
Megan Johnson,74,ÁGUA BRANCA,AL,87822859188,23786467999632,True,True
Traci Franklin,53,ALVARÃES,AM,07064607662,60199425411829,True,True
Kathleen Doyle,81,SERRA DO NAVIO,AP,65355518060,71368542761870,True,True
Pamela Lewis,90,ABAÍRA,BA,18546930694,66773347640087,True,True
Nancy Rivera,18,ABAIARA,CE,28669924587,67822758748601,True,True
Jill Brooks,46,BRASÍLIA,DF,00354900129,47702759818670,True,True
Melinda Wright,36,AFONSO CLÁUDIO,ES,09173355623,57345794943020,True,True
Melissa Small,35,ABADIA DE GOIÁS,GO,41010147528,76765806236179,True,True
Rose Rogers,75,AÇAILÂNDIA,MA,80434395595,06601908618378,True,True
Ana Murphy,31,ABADIA DOS DOURADOS,MG,11549522310,38417150064060,True,True
Karen Cuevas,48,ÁGUA CLARA,MS,83424790486,03618761239232,True,True
Lisa Banks,85,ACORIZAL,MT,53278229584,71152390326603,True,True
Brittany Davies,69,ABAETETUBA,PA,30197102603,32312401219523,True,True
Donna Mcintyre,48,ÁGUA BRANCA,PB,65411796628,51780674378262,True,True
Brandi Brewer,58,ABREU E LIMA,PE,76198009998,27512357720116,True,True
Ashley Smith,78,ACAUÃ,PI,13981776100,86331702692970,True,True
Elizabeth Hernandez,54,ABATIÁ,PR,25830597853,20373982846448,True,True
Shannon Bishop,55,ANGRA DOS REIS,RJ,12950527507,28650150664084,True,True
Jennifer Gonzalez,32,ACARI,RN,98039835801,30030179263604,True,True
Brenda Murray,80,ALTA FLORESTA D'OESTE,RO,95299981635,04664264923568,True,True
Carla Fisher,90,AMAJARI,RR,65489939508,24194645037848,True,True
Erica Barber,65,ACEGUÁ,RS,23597031455,42679813215805,True,True
Lauren Gonzalez,55,ABDON BATISTA,SC,85029233407,87951444411816,True,True
Morgan Wise,57,AMPARO DE SÃO FRANCISCO,SE,05693573222,12398824859583,True,True
Anna Rodriguez,85,ADAMANTINA,SP,40380322137,10391293500379,True,True
Regina Walsh,27,ABREULÂNDIA,TO,28774603639,58944974215657,True,True
Jamie Green,38,ACRELÂNDIA,AC,46894054339,12237596451722,True,True
Lindsay Klein,59,ÁGUA BRANCA,AL,41104832712,65058343956795,True,True
Melissa Smith,21,ALVARÃES,AM,64141985520,73688801491983,True,True
Karen Stephens,58,SERRA DO NAVIO,AP,35402810966,74434292693633,True,True
Lisa Schwartz,30,ABAÍRA,BA,45748328003,76148738760981,True,True
Charlotte Adams,89,ABAIARA,CE,89487229051,09242282229016,True,True
Vicki Hernandez,81,BRASÍLIA,DF,84429580456,06525404810934,True,True
Sherry Cooper,18,AFONSO CLÁUDIO,ES,25525770598,60202436559800,True,True
Kimberly Buchanan,83,ABADIA DE GOIÁS,GO,57328712848,17837781158209,True,True
Morgan Ramos,24,AÇAILÂNDIA,MA,70324413513,88462059052029,True,True
Pamela Ochoa,73,ABADIA DOS DOURADOS,MG,60380592290,37784494065874,True,True
Stephanie Cross,29,ÁGUA CLARA,MS,37949270365,53331393343381,True,True
Denise Blevins,33,ACORIZAL,MT,43948372519,79689844079066,True,True
Robin Clark,55,ABAETETUBA,PA,93275078860,18900649521523,True,True
Kristin Wright,58,ÁGUA BRANCA,PB,74393979320,25388559974271,True,True
Jenna Green,49,ABREU E LIMA,PE,50735402639,80214259524912,True,True
Jamie Robinson,78,ACAUÃ,PI,28130991209,75747034004807,True,True
Wendy Lawrence,79,ABATIÁ,PR,15132423850,89062259114699,True,True
Jessica Newton,22,ANGRA DOS REIS,RJ,12389908195,32234191722873,True,True
Patricia Farmer,48,ACARI,RN,67244579470,57180671016283,True,True
Christine Schmidt,25,ALTA FLORESTA D'OESTE,RO,54470618306,45731316648159,True,True
Tonya Johnson,34,AMAJARI,RR,44329797046,70615172494808,True,True
Sarah Kane,54,ACEGUÁ,RS,90955948746,79542408165730,True,True
Kristin Long,87,ABDON BATISTA,SC,63815603714,09617277395137,True,True
Sarah Cobb,70,AMPARO DE SÃO FRANCISCO,SE,89221788504,24539293470101,True,True
Julie Buchanan,60,ADAMANTINA,SP,99014459220,44155306344878,True,True
Tonya Combs,69,ABREULÂNDIA,TO,76385429407,06254700260000,True,True
Karen Jones,71,ACRELÂNDIA,AC,02954686960,79906021882387,True,True
Carrie Norman,44,ÁGUA BRANCA,AL,70372103901,88356439390561,True,True
Jennifer Cox,63,ALVARÃES,AM,63862183297,97471650861225,True,True
Kathryn Henderson,22,SERRA DO NAVIO,AP,58705166500,89758795600218,True,True
Katelyn Walls,37,ABAÍRA,BA,41092017135,10840886479317,True,True
Janet Miller,87,ABAIARA,CE,81011246082,66777550636342,True,True
Kaylee Gonzalez,67,BRASÍLIA,DF,84860351126,33155724241284,True,True
Wendy Logan,72,AFONSO CLÁUDIO,ES,60987447181,82811756546900,True,True
Leslie Brown,65,ABADIA DE GOIÁS,GO,20762450061,77630691798761,True,True
Emily Green,24,AÇAILÂNDIA,MA,14469765562,06178657615264,True,True
Jessica Valencia,31,ABADIA DOS DOURADOS,MG,15732856501,53666904497704,True,True
Kelly Thompson,60,ÁGUA CLARA,MS,31782176144,54830701127926,True,True
Kayla Hunt,48,ACORIZAL,MT,44173453922,26021234506460,True,True
Nancy Hobbs,64,ABAETETUBA,PA,82097222390,95548794288728,True,True
Briana Page,54,ÁGUA BRANCA,PB,12859833439,53490175534306,True,True
Olivia Kent,69,ABREU E LIMA,PE,64057464026,83864619660694,True,True
Sandra Stevenson,63,ACAUÃ,PI,03095603061,35022086038372,True,True
Angela Salinas,75,ABATIÁ,PR,44625719674,93579892527203,True,True
Jacqueline Perry,81,ANGRA DOS REIS,RJ,33634286504,22652739862180,True,True
Jessica Williams,44,ACARI,RN,33442964342,21070914958866,True,True
Angela Brooks,90,ALTA FLORESTA D'OESTE,RO,41562001086,84561422451136,True,True
Deanna Williams,37,AMAJARI,RR,35709537500,76882073048585,True,True
Amanda Reid,47,ACEGUÁ,RS,69878762238,78989105026250,True,True
Cassidy Robertson,32,ABDON BATISTA,SC,57124654858,30050180471708,True,True
Laura Thomas,24,AMPARO DE SÃO FRANCISCO,SE,66797042194,17467594434571,True,True
Jennifer Krueger,76,ADAMANTINA,SP,35826344504,16862400071671,True,True
Laura Arias,43,ABREULÂNDIA,TO,26221148340,19781022489570,True,True
Sarah Hicks,39,ACRELÂNDIA,AC,02959589106,33422835536943,True,True
Deanna Jackson,26,ÁGUA BRANCA,AL,22461621497,17529306304514,True,True
Monica Fuentes,85,ALVARÃES,AM,70129700304,51339133467565,True,True
Kimberly Phillips,28,SERRA DO NAVIO,AP,88164452386,29523318831308,True,True
Erica Johnson,50,ABAÍRA,BA,01548540773,53713796702549,True,True
Tonya Leonard,35,ABAIARA,CE,08721428840,19826147939443,True,True
Jennifer Delacruz,25,BRASÍLIA,DF,80191939447,69507624283807,True,True
Stephanie Howard,90,AFONSO CLÁUDIO,ES,67048818247,87725216388583,True,True
Brittany Buchanan,87,ABADIA DE GOIÁS,GO,44400752070,13995523638242,True,True
Jill Shaw,18,AÇAILÂNDIA,MA,76610712310,76986633646520,True,True
Mary Torres,55,ABADIA DOS DOURADOS,MG,76233078270,57133260203185,True,True
Susan Ewing,51,ÁGUA CLARA,MS,42879471346,15197237942845,True,True
Rachel Chapman,43,ACORIZAL,MT,73023965900,13325393399902,True,True
Maureen Ramirez,61,ABAETETUBA,PA,60763635332,30609028080012,True,True
Sandra Rowe,81,ÁGUA BRANCA,PB,72002632499,31400407719215,True,True
Sheryl Ross,59,ABREU E LIMA,PE,34170087780,47328514431542,True,True
Susan Stewart,32,ACAUÃ,PI,32969103281,27667346640934,True,True
Tracey Gallegos,87,ABATIÁ,PR,29027689741,55977466354881,True,True
Karen Todd,75,ANGRA DOS REIS,RJ,63044178100,49579726172913,True,True
Ashley Frazier,63,ACARI,RN,25227769591,07667972572497,True,True
Katherine Austin,18,ALTA FLORESTA D'OESTE,RO,88460154360,26849241136852,True,True
Anne Ruiz,60,AMAJARI,RR,30586082506,16174063268768,True,True
Jordan Estes,53,ACEGUÁ,RS,00076260704,40890630685015,True,True
Elizabeth Adams,40,ABDON BATISTA,SC,03212478411,95995256924360,True,True
Lauren Campbell,61,AMPARO DE SÃO FRANCISCO,SE,74125156085,41829723790305,True,True
Tina Cervantes,43,ADAMANTINA,SP,65616187933,25593368630666,True,True
Jessica Carson,39,ABREULÂNDIA,TO,25262199658,06994052754101,True,True
Marissa Rose,47,ACRELÂNDIA,AC,88637689604,93167126761331,True,True
Nina Neal,69,ÁGUA BRANCA,AL,31854771540,47993541947501,True,True
Julie Chambers,37,ALVARÃES,AM,92246731127,94886721198873,True,True
Jennifer Hall,19,SERRA DO NAVIO,AP,62926722397,30657820642490,True,True
Rachel Davis,36,ABAÍRA,BA,91858901626,97925878987772,True,True
Lauren Walters,18,ABAIARA,CE,33818256071,91268064085447,True,True
Janice Scott,28,BRASÍLIA,DF,20947565051,73684721048258,True,True
Sandra Garrison,85,AFONSO CLÁUDIO,ES,32183326131,83980244200112,True,True
Renee Kelley,22,ABADIA DE GOIÁS,GO,67007644244,68261027076313,True,True
Miranda Walsh,55,AÇAILÂNDIA,MA,39572472500,85566818121341,True,True
Tina Gonzalez,37,ABADIA DOS DOURADOS,MG,97995404530,82826690114100,True,True
Deborah Rojas,69,ÁGUA CLARA,MS,84226590180,11729615452747,True,True
Jamie Brown,80,ACORIZAL,MT,15055504919,93857312295067,True,True
Dana Hurley,33,ABAETETUBA,PA,12968471791,34001380823180,True,True
Marissa Keller,51,ÁGUA BRANCA,PB,17186850170,95785667615530,True,True
Tracy Carter,82,ABREU E LIMA,PE,03808681721,70545832744879,True,True
Rachel Hughes,38,ACAUÃ,PI,90378266799,33681577813506,True,True
Jamie Christensen,69,ABATIÁ,PR,20095845038,93837089238610,True,True
Karen Meza,33,ANGRA DOS REIS,RJ,77175574959,98167956185616,True,True
Stephanie Rodriguez,24,ACARI,RN,59714357527,08894352680183,True,True
Jessica Sawyer,53,ALTA FLORESTA D'OESTE,RO,34762806595,09631958156082,True,True
Kimberly Sanford,73,AMAJARI,RR,34912954403,00869248036627,True,True
Jodi Jackson,42,ACEGUÁ,RS,43626023990,67405844583008,True,True
Brianna Thomas,80,ABDON BATISTA,SC,93688484835,14250183885622,True,True
Sarah Alexander,18,AMPARO DE SÃO FRANCISCO,SE,45961524701,98145905558201,True,True
Sheena Sampson,79,ADAMANTINA,SP,09598170934,18894835443350,True,True
Jennifer Mullins,44,ABREULÂNDIA,TO,19281649004,93596368689135,True,True
Jennifer Reynolds,54,ACRELÂNDIA,AC,86949441118,94713447510869,True,True
Kim Moore,84,ÁGUA BRANCA,AL,82096978467,04729082043803,True,True
Denise Johnson,63,ALVARÃES,AM,73945590337,98036364177301,True,True
Carol Castro,74,SERRA DO NAVIO,AP,43776746092,21242746189446,True,True
